order_id,distance_km,prep_time_min,items_count,weather,traffic_level,time_of_day,vehicle_type,rider_experience_yrs,delivery_time_min
ORD_008573,6.03,10,2,Clear,Medium,Evening Peak,Motorcycle,5.7,24.5
ORD_008574,1.71,10,8,Clear,Medium,Morning,Motorcycle,4.4,18.4
ORD_008575,2.43,10,2,Foggy,Low,Evening Peak,Scooter,4.4,16.8
ORD_008576,6.19,15,4,Clear,Jam,Late Night,Motorcycle,2.8,43.7
ORD_008577,7.38,10,2,Rainy,High,Morning,Scooter,5.8,42.2
ORD_008578,5.37,20,5,Clear,High,Afternoon,Motorcycle,0.5,40.9
ORD_008579,5.98,15,3,Windy,High,Late Night,Motorcycle,0.9,38.2
ORD_008580,5.46,20,2,Heavy Storm,Low,Afternoon,Motorcycle,4.9,42.4
ORD_008581,3.58,10,3,Heavy Storm,Medium,Late Night,Motorcycle,4.6,31.3
ORD_008582,5.47,25,2,Clear,High,Evening Peak,Scooter,2.0,46.4
ORD_008583,2.08,25,4,Clear,Low,Evening Peak,Electric Bike,3.8,30.6
ORD_008584,4.29,15,2,Rainy,Medium,Morning,Electric Bike,3.4,38.0
ORD_008585,7.09,30,3,Clear,Jam,Evening Peak,Motorcycle,3.4,61.2
ORD_008586,3.09,15,8,Rainy,High,Morning,Electric Bike,3.8,36.5
ORD_008587,4.51,25,1,Foggy,Medium,Afternoon,Scooter,6.0,40.1
ORD_008588,5.68,20,1,Rainy,Medium,Afternoon,Motorcycle,5.9,40.9
ORD_008589,13.17,15,3,Windy,Medium,Evening Peak,Electric Bike,5.9,66.8
ORD_008590,9.04,10,3,Heavy Storm,High,Evening Peak,Motorcycle,3.5,53.1
ORD_008591,2.04,15,3,Clear,Medium,Afternoon,Motorcycle,2.2,21.7
ORD_008592,15.0,25,1,Clear,High,Evening Peak,Electric Bike,3.6,92.0
ORD_008593,10.9,20,3,Clear,Medium,Evening Peak,Electric Bike,3.9,63.8
ORD_008594,5.89,15,5,Clear,Medium,Evening Peak,Motorcycle,2.2,32.5
ORD_008595,8.2,15,2,Clear,Medium,Evening Peak,Scooter,4.0,35.3
ORD_008596,3.35,10,2,Rainy,Low,Morning,Motorcycle,3.9,24.8
ORD_008597,5.12,10,3,Windy,Low,Evening Peak,Scooter,5.5,22.2
ORD_008598,3.23,30,4,Foggy,Medium,Evening Peak,Scooter,1.8,49.6
ORD_008599,7.34,15,3,Clear,Low,Morning,Motorcycle,4.3,30.6
ORD_008600,17.64,15,6,Heavy Storm,Low,Morning,Scooter,3.0,73.2
ORD_008601,4.16,30,3,Clear,Medium,Evening Peak,Electric Bike,1.2,45.7
ORD_008602,4.81,15,2,Clear,Medium,Morning,Scooter,2.2,27.0
ORD_008603,5.22,15,4,Foggy,Low,Afternoon,Scooter,0.8,36.0
ORD_008604,4.29,15,2,Rainy,Jam,Evening Peak,Motorcycle,2.3,37.7
ORD_008605,7.1,20,5,Clear,Medium,Morning,Scooter,0.9,45.5
ORD_008606,9.44,20,1,Clear,Medium,Morning,Scooter,5.6,43.9
ORD_008607,3.76,10,3,Clear,Low,Morning,Motorcycle,1.1,17.9
ORD_008608,5.18,20,1,Clear,Medium,Evening Peak,Scooter,5.0,34.9
ORD_008609,7.63,25,1,Foggy,Medium,Afternoon,Scooter,5.5,47.5
ORD_008610,3.07,20,2,Foggy,Medium,Evening Peak,Scooter,3.1,32.2
ORD_008611,2.53,25,3,Clear,Low,Evening Peak,Electric Bike,0.8,35.6
ORD_008612,3.72,15,2,Clear,Low,Evening Peak,Motorcycle,3.8,24.9
ORD_008613,7.85,15,2,Clear,Medium,Afternoon,Motorcycle,1.8,35.2
ORD_008614,2.98,20,2,Windy,Low,Evening Peak,Electric Bike,1.5,31.1
ORD_008615,3.86,15,4,Rainy,Low,Afternoon,Scooter,3.6,29.9
ORD_008616,5.21,10,6,Foggy,High,Evening Peak,Motorcycle,2.5,31.2
ORD_008617,5.71,10,8,Clear,Low,Evening Peak,Motorcycle,4.5,25.1
ORD_008618,4.82,25,2,Clear,Low,Evening Peak,Scooter,3.8,37.4
ORD_008619,5.28,10,1,Rainy,Low,Morning,Motorcycle,5.1,24.4
ORD_008620,2.17,15,1,Clear,Jam,Afternoon,Scooter,0.8,29.0
ORD_008621,3.63,10,4,Clear,Low,Late Night,Scooter,1.8,19.4
ORD_008622,8.19,25,3,Clear,Medium,Evening Peak,Scooter,3.6,48.0
ORD_008623,3.47,20,1,Clear,Medium,Evening Peak,Scooter,5.3,30.9
ORD_008624,5.8,15,2,Heavy Storm,Jam,Morning,Motorcycle,5.0,54.3
ORD_008625,5.49,25,3,Clear,High,Morning,Motorcycle,4.2,45.2
ORD_008626,7.72,25,4,Windy,Low,Evening Peak,Scooter,3.7,48.5
ORD_008627,8.36,20,3,Clear,Low,Evening Peak,Motorcycle,4.0,39.8
ORD_008628,9.69,15,2,Clear,Medium,Evening Peak,Motorcycle,1.7,41.2
ORD_008629,11.36,20,3,Foggy,Low,Evening Peak,Scooter,3.8,54.1
ORD_008630,3.0,30,1,Foggy,High,Late Night,Motorcycle,3.2,45.4
ORD_008631,1.56,10,2,Clear,High,Morning,Motorcycle,2.6,12.3
ORD_008632,4.17,15,2,Foggy,Jam,Morning,Motorcycle,5.4,37.7
ORD_008633,2.88,15,2,Rainy,Medium,Evening Peak,Motorcycle,5.1,29.6
ORD_008634,3.24,20,8,Rainy,Medium,Evening Peak,Motorcycle,0.9,37.0
ORD_008635,6.94,20,2,Clear,Medium,Evening Peak,Motorcycle,5.9,36.8
ORD_008636,9.36,15,1,Clear,Low,Afternoon,Motorcycle,1.8,34.7
ORD_008637,5.89,15,5,Foggy,Medium,Evening Peak,Scooter,1.7,37.2
ORD_008638,3.55,30,3,Windy,Jam,Evening Peak,Scooter,5.7,49.7
ORD_008639,6.06,25,1,Clear,High,Morning,Motorcycle,2.9,43.6
ORD_008640,7.87,30,2,Clear,Low,Evening Peak,Motorcycle,4.9,45.3
ORD_008641,2.18,25,2,Windy,High,Evening Peak,Motorcycle,2.1,36.2
ORD_008642,4.34,15,2,Clear,Low,Late Night,Motorcycle,5.3,20.6
ORD_008643,4.55,10,2,Clear,Medium,Evening Peak,Motorcycle,5.1,21.8
ORD_008644,4.74,20,3,Windy,High,Evening Peak,Scooter,3.4,41.6
ORD_008645,3.11,15,2,Windy,Low,Late Night,Motorcycle,4.4,24.2
ORD_008646,6.14,15,1,Clear,Medium,Evening Peak,Motorcycle,5.8,28.8
ORD_008647,6.47,15,1,Rainy,Low,Afternoon,Motorcycle,3.0,33.8
ORD_008648,2.97,30,2,Clear,High,Evening Peak,Motorcycle,3.2,42.1
ORD_008649,10.65,10,3,Clear,Low,Evening Peak,Motorcycle,4.5,33.7
ORD_008650,2.57,15,3,Heavy Storm,Medium,Evening Peak,Scooter,2.6,36.3
ORD_008651,3.48,20,1,Clear,Medium,Afternoon,Scooter,5.8,28.0
ORD_008652,2.44,25,4,Clear,Medium,Evening Peak,Electric Bike,0.7,39.4
ORD_008653,2.24,30,2,Clear,Low,Evening Peak,Scooter,2.7,35.0
ORD_008654,5.56,20,3,Clear,High,Morning,Motorcycle,4.4,35.5
ORD_008655,3.47,10,3,Clear,Medium,Morning,Motorcycle,2.9,20.3
ORD_008656,8.39,15,1,Rainy,Low,Evening Peak,Motorcycle,1.9,38.4
ORD_008657,3.13,30,2,Clear,Jam,Afternoon,Motorcycle,2.8,41.8
ORD_008658,3.5,15,3,Clear,High,Morning,Motorcycle,5.3,21.0
ORD_008659,7.77,20,2,Rainy,Medium,Morning,Motorcycle,3.5,47.4
ORD_008660,2.72,15,1,Clear,Medium,Late Night,Electric Bike,2.3,25.5
ORD_008661,3.95,10,5,Foggy,Medium,Morning,Motorcycle,4.2,22.9
ORD_008662,10.55,20,3,Clear,Medium,Afternoon,Motorcycle,3.9,48.9
ORD_008663,1.21,25,1,Rainy,Medium,Evening Peak,Motorcycle,3.6,36.4
ORD_008664,1.0,35,2,Clear,High,Morning,Motorcycle,2.7,38.8
ORD_008665,2.19,25,1,Windy,Low,Morning,Scooter,0.9,32.5
ORD_008666,11.61,20,2,Rainy,Medium,Evening Peak,Scooter,3.9,61.8
ORD_008667,6.54,20,2,Clear,Medium,Evening Peak,Motorcycle,2.8,34.6
ORD_008668,6.12,25,8,Foggy,High,Evening Peak,Scooter,2.9,58.4
ORD_008669,2.19,10,6,Foggy,High,Late Night,Electric Bike,1.8,27.1
ORD_008670,5.44,30,1,Heavy Storm,Low,Evening Peak,Motorcycle,1.9,55.0
ORD_008671,3.0,20,2,Rainy,Low,Afternoon,Motorcycle,4.8,30.5
ORD_008672,8.52,30,3,Clear,Medium,Evening Peak,Motorcycle,3.1,50.8
ORD_008673,8.75,25,3,Windy,Medium,Evening Peak,Motorcycle,1.1,50.1
ORD_008674,3.69,15,1,Rainy,High,Afternoon,Electric Bike,0.8,37.6
ORD_008675,6.82,15,1,Clear,Low,Evening Peak,Motorcycle,1.7,30.7
ORD_008676,6.3,15,1,Windy,High,Morning,Motorcycle,3.2,38.5
ORD_008677,4.79,15,2,Clear,Low,Afternoon,Electric Bike,3.9,27.8
ORD_008678,3.06,15,4,Foggy,High,Late Night,Motorcycle,1.3,32.8
ORD_008679,3.96,20,2,Foggy,Medium,Evening Peak,Motorcycle,2.9,36.7
ORD_008680,8.33,15,2,Foggy,Medium,Morning,Scooter,0.9,48.0
ORD_008681,10.64,10,2,Heavy Storm,Medium,Evening Peak,Scooter,0.7,54.3
ORD_008682,4.17,35,3,Clear,Medium,Afternoon,Scooter,5.2,47.3
ORD_008683,11.27,15,2,Windy,Medium,Morning,Motorcycle,4.1,43.8
ORD_008684,6.54,25,2,Clear,High,Late Night,Scooter,4.8,46.6
ORD_008685,4.88,10,2,Heavy Storm,Low,Afternoon,Scooter,1.5,35.2
ORD_008686,4.56,25,2,Rainy,Medium,Evening Peak,Electric Bike,2.3,50.8
ORD_008687,3.17,15,1,Heavy Storm,Medium,Late Night,Motorcycle,2.9,37.7
ORD_008688,7.1,20,5,Heavy Storm,Medium,Evening Peak,Motorcycle,4.1,57.3
ORD_008689,12.38,20,1,Rainy,High,Morning,Motorcycle,3.4,65.2
ORD_008690,4.77,30,3,Rainy,High,Afternoon,Scooter,3.5,52.3
ORD_008691,2.85,15,1,Clear,Low,Afternoon,Motorcycle,1.4,19.6
ORD_008692,7.77,10,1,Clear,High,Evening Peak,Motorcycle,3.1,31.3
ORD_008693,4.05,25,2,Rainy,Medium,Afternoon,Scooter,5.0,45.0
ORD_008694,3.15,15,1,Foggy,Medium,Afternoon,Electric Bike,3.3,28.3
ORD_008695,2.13,15,2,Rainy,Medium,Evening Peak,Motorcycle,1.6,24.8
ORD_008696,6.97,15,3,Foggy,Low,Morning,Motorcycle,2.8,33.1
ORD_008697,9.68,10,3,Clear,Medium,Morning,Motorcycle,4.7,35.3
ORD_008698,2.48,15,2,Rainy,Jam,Late Night,Scooter,1.2,37.5
ORD_008699,4.3,15,2,Foggy,Low,Evening Peak,Scooter,3.7,25.7
ORD_008700,4.52,15,4,Windy,Low,Late Night,Scooter,5.8,26.8
ORD_008701,3.27,15,4,Clear,High,Afternoon,Electric Bike,2.6,30.5
ORD_008702,11.09,15,2,Windy,Medium,Afternoon,Electric Bike,0.7,56.9
ORD_008703,2.08,25,6,Clear,High,Morning,Electric Bike,4.0,38.0
ORD_008704,6.58,30,1,Foggy,Medium,Evening Peak,Motorcycle,0.8,50.3
ORD_008705,7.31,10,2,Rainy,Low,Evening Peak,Electric Bike,1.6,38.0
ORD_008706,3.26,25,3,Clear,Low,Evening Peak,Scooter,0.8,35.8
ORD_008707,2.82,30,3,Clear,Low,Evening Peak,Motorcycle,1.4,38.8
ORD_008708,3.58,20,2,Clear,Low,Evening Peak,Scooter,5.2,28.7
ORD_008709,1.7,35,2,Foggy,Low,Morning,Motorcycle,4.5,42.6
ORD_008710,12.58,15,1,Rainy,High,Evening Peak,Motorcycle,2.4,63.9
ORD_008711,3.75,25,3,Clear,Medium,Late Night,Motorcycle,5.4,32.1
ORD_008712,4.05,20,5,Clear,Medium,Evening Peak,Scooter,4.2,28.8
ORD_008713,13.85,15,1,Rainy,Medium,Evening Peak,Motorcycle,3.0,57.7
ORD_008714,1.85,20,1,Clear,Jam,Evening Peak,Scooter,0.9,29.8
ORD_008715,4.74,20,3,Clear,Low,Evening Peak,Electric Bike,4.5,28.4
ORD_008716,7.89,15,5,Clear,High,Afternoon,Scooter,2.6,43.9
ORD_008717,12.6,15,2,Rainy,High,Late Night,Electric Bike,2.2,80.0
ORD_008718,1.97,20,4,Clear,Medium,Afternoon,Motorcycle,2.1,25.6
ORD_008719,13.63,20,2,Clear,Medium,Morning,Electric Bike,0.5,72.4
ORD_008720,4.29,20,3,Heavy Storm,Medium,Morning,Electric Bike,4.6,51.1
ORD_008721,4.31,20,2,Clear,Medium,Morning,Scooter,1.3,31.9
ORD_008722,2.51,15,5,Foggy,High,Evening Peak,Motorcycle,3.4,29.5
ORD_008723,5.35,15,1,Clear,High,Evening Peak,Motorcycle,0.6,32.8
ORD_008724,13.66,25,4,Foggy,Medium,Evening Peak,Motorcycle,4.0,65.2
ORD_008725,5.29,25,2,Clear,High,Evening Peak,Scooter,2.5,47.0
ORD_008726,3.08,20,1,Windy,High,Afternoon,Motorcycle,4.0,31.6
ORD_008727,3.45,35,2,Clear,Medium,Late Night,Scooter,1.0,45.2
ORD_008728,3.55,25,4,Foggy,Medium,Afternoon,Scooter,2.0,42.5
ORD_008729,11.59,10,1,Foggy,Medium,Evening Peak,Motorcycle,1.1,46.7
ORD_008730,13.08,15,3,Rainy,Low,Evening Peak,Scooter,4.1,53.7
ORD_008731,2.07,10,4,Clear,Medium,Afternoon,Scooter,1.1,21.5
ORD_008732,2.62,15,2,Foggy,Medium,Afternoon,Scooter,3.9,25.6
ORD_008733,2.8,25,2,Heavy Storm,Low,Evening Peak,Motorcycle,1.2,45.3
ORD_008734,3.67,15,1,Clear,Low,Late Night,Scooter,5.7,17.2
ORD_008735,14.55,25,2,Clear,Low,Afternoon,Motorcycle,2.8,55.7
ORD_008736,13.51,20,1,Foggy,High,Evening Peak,Motorcycle,1.2,66.4
ORD_008737,5.11,20,4,Clear,Low,Morning,Electric Bike,0.7,34.2
ORD_008738,3.94,10,4,Clear,Medium,Morning,Scooter,2.3,24.3
ORD_008739,1.5,10,2,Clear,Low,Evening Peak,Motorcycle,5.4,12.0
ORD_008740,5.77,20,3,Rainy,Medium,Morning,Scooter,1.3,44.1
ORD_008741,5.4,25,1,Clear,High,Late Night,Electric Bike,4.8,44.4
ORD_008742,2.45,25,3,Clear,High,Afternoon,Motorcycle,2.8,30.3
ORD_008743,6.46,20,2,Clear,Medium,Afternoon,Motorcycle,4.9,39.8
ORD_008744,8.61,15,2,Rainy,High,Afternoon,Electric Bike,5.3,65.8
ORD_008745,2.44,15,2,Clear,High,Afternoon,Motorcycle,6.0,20.4
ORD_008746,3.79,25,3,Clear,Low,Morning,Scooter,0.9,34.7
ORD_008747,8.36,10,2,Heavy Storm,Medium,Evening Peak,Scooter,4.9,48.8
ORD_008748,3.34,20,1,Windy,High,Afternoon,Electric Bike,0.9,37.7
ORD_008749,3.7,20,2,Rainy,Medium,Afternoon,Motorcycle,2.2,35.7
ORD_008750,3.84,15,2,Clear,High,Afternoon,Electric Bike,4.1,30.6
ORD_008751,6.63,15,4,Clear,Medium,Afternoon,Motorcycle,3.0,33.9
ORD_008752,9.3,30,1,Rainy,Medium,Late Night,Motorcycle,3.6,60.8
ORD_008753,12.15,25,3,Heavy Storm,High,Evening Peak,Motorcycle,5.8,78.1
ORD_008754,8.92,25,4,Windy,Medium,Evening Peak,Motorcycle,5.0,49.1
ORD_008755,5.08,15,1,Rainy,Medium,Evening Peak,Electric Bike,2.5,38.7
ORD_008756,7.31,10,3,Rainy,Low,Afternoon,Electric Bike,3.8,35.8
ORD_008757,2.34,35,2,Clear,Low,Evening Peak,Motorcycle,0.8,47.4
ORD_008758,15.64,10,1,Rainy,High,Morning,Scooter,3.0,76.9
ORD_008759,3.15,20,2,Clear,Medium,Evening Peak,Motorcycle,3.8,30.0
ORD_008760,7.0,15,2,Rainy,Low,Morning,Motorcycle,4.4,36.0
ORD_008761,5.57,20,4,Clear,Low,Evening Peak,Scooter,5.5,31.5
ORD_008762,2.21,15,2,Clear,Medium,Evening Peak,Electric Bike,2.1,21.6
ORD_008763,3.16,25,8,Foggy,Medium,Morning,Scooter,5.5,44.5
ORD_008764,9.65,30,1,Rainy,Jam,Evening Peak,Motorcycle,4.1,78.4
ORD_008765,4.71,15,4,Clear,High,Evening Peak,Scooter,0.9,36.9
ORD_008766,2.86,10,1,Clear,Low,Afternoon,Electric Bike,2.6,17.1
ORD_008767,4.3,20,3,Foggy,High,Late Night,Scooter,3.1,40.6
ORD_008768,2.86,15,3,Clear,Medium,Afternoon,Motorcycle,2.4,23.3
ORD_008769,3.67,35,3,Clear,Low,Afternoon,Motorcycle,1.1,45.8
ORD_008770,1.94,10,2,Clear,High,Evening Peak,Scooter,3.5,13.5
ORD_008771,5.08,10,3,Clear,Low,Afternoon,Electric Bike,1.2,26.6
ORD_008772,5.54,20,2,Foggy,High,Late Night,Electric Bike,5.5,47.5
ORD_008773,3.71,25,5,Clear,High,Evening Peak,Scooter,5.3,40.7
ORD_008774,9.63,15,2,Foggy,High,Evening Peak,Motorcycle,3.1,51.8
ORD_008775,3.83,15,4,Clear,High,Morning,Motorcycle,0.9,31.2
ORD_008776,4.71,15,3,Rainy,Jam,Evening Peak,Scooter,3.5,47.3
ORD_008777,3.58,15,1,Windy,High,Evening Peak,Scooter,3.8,30.0
ORD_008778,4.05,15,2,Clear,High,Evening Peak,Electric Bike,5.4,30.9
ORD_008779,7.49,25,3,Clear,Low,Morning,Scooter,0.9,47.3
ORD_008780,2.38,10,1,Clear,Low,Evening Peak,Electric Bike,4.3,18.2
ORD_008781,6.42,15,2,Clear,High,Evening Peak,Motorcycle,3.6,35.7
ORD_008782,3.33,20,3,Clear,Jam,Evening Peak,Electric Bike,1.5,41.9
ORD_008783,2.44,10,2,Windy,High,Evening Peak,Electric Bike,1.2,25.7
ORD_008784,4.13,25,2,Rainy,Medium,Late Night,Electric Bike,4.3,44.0
ORD_008785,11.57,20,1,Clear,Low,Afternoon,Motorcycle,2.4,42.8
ORD_008786,6.96,10,4,Clear,Jam,Morning,Electric Bike,6.0,51.6
ORD_008787,4.07,25,1,Rainy,Medium,Evening Peak,Scooter,5.4,39.3
ORD_008788,2.93,15,1,Foggy,Medium,Evening Peak,Motorcycle,3.6,26.3
ORD_008789,13.23,20,4,Clear,High,Morning,Motorcycle,4.0,66.9
ORD_008790,5.94,25,3,Clear,Jam,Morning,Motorcycle,1.4,51.1
ORD_008791,5.19,25,2,Clear,Medium,Afternoon,Motorcycle,5.4,35.8
ORD_008792,6.84,15,1,Clear,Medium,Morning,Motorcycle,3.0,32.4
ORD_008793,7.26,15,1,Rainy,Low,Evening Peak,Scooter,3.4,38.2
ORD_008794,3.8,15,1,Windy,Jam,Afternoon,Scooter,5.3,35.1
ORD_008795,8.08,25,2,Rainy,Low,Morning,Electric Bike,0.5,57.4
ORD_008796,2.16,30,3,Rainy,Jam,Afternoon,Scooter,3.2,46.2
ORD_008797,7.08,10,3,Clear,Low,Evening Peak,Scooter,3.9,32.3
ORD_008798,3.95,10,3,Clear,Jam,Evening Peak,Scooter,1.4,30.3
ORD_008799,9.8,25,6,Heavy Storm,Medium,Morning,Motorcycle,0.9,68.1
ORD_008800,3.79,15,2,Clear,Medium,Morning,Scooter,3.4,26.2
ORD_008801,8.79,15,5,Clear,Low,Late Night,Motorcycle,3.5,34.9
ORD_008802,6.05,15,1,Clear,Medium,Evening Peak,Motorcycle,2.3,31.1
ORD_008803,7.89,15,3,Clear,Medium,Evening Peak,Scooter,5.4,37.1
ORD_008804,5.26,35,3,Clear,Low,Afternoon,Motorcycle,2.2,47.3
ORD_008805,1.8,35,3,Clear,High,Evening Peak,Electric Bike,3.3,47.1
ORD_008806,9.39,15,1,Clear,High,Evening Peak,Motorcycle,1.5,43.2
ORD_008807,9.75,30,2,Clear,Low,Afternoon,Motorcycle,0.6,50.9
ORD_008808,4.17,15,6,Clear,Medium,Evening Peak,Scooter,2.8,30.5
ORD_008809,3.4,25,3,Clear,Low,Evening Peak,Motorcycle,3.4,32.5
ORD_008810,8.27,15,5,Clear,High,Late Night,Scooter,4.7,45.7
ORD_008811,5.99,25,1,Windy,Low,Morning,Motorcycle,3.0,40.1
ORD_008812,4.62,15,2,Rainy,Low,Late Night,Motorcycle,2.0,30.6
ORD_008813,6.65,15,2,Foggy,High,Late Night,Electric Bike,3.8,49.7
ORD_008814,4.16,30,6,Rainy,Medium,Morning,Motorcycle,2.6,50.2
ORD_008815,9.67,15,3,Foggy,Low,Afternoon,Electric Bike,1.8,49.5
ORD_008816,4.35,35,6,Heavy Storm,Medium,Morning,Motorcycle,5.5,64.9
ORD_008817,8.27,10,1,Heavy Storm,High,Afternoon,Motorcycle,3.5,50.0
ORD_008818,5.25,10,2,Foggy,Medium,Evening Peak,Scooter,1.6,30.7
ORD_008819,6.22,25,5,Foggy,Medium,Afternoon,Motorcycle,4.2,48.2
ORD_008820,12.99,20,1,Clear,Medium,Late Night,Scooter,4.9,55.5
ORD_008821,3.86,15,3,Clear,Jam,Late Night,Scooter,4.7,37.4
ORD_008822,7.96,10,5,Clear,Medium,Morning,Electric Bike,3.8,43.7
ORD_008823,11.3,20,1,Foggy,Medium,Evening Peak,Motorcycle,3.4,51.5
ORD_008824,7.8,15,2,Clear,High,Morning,Electric Bike,4.8,50.3
ORD_008825,9.98,15,3,Foggy,Low,Evening Peak,Scooter,4.4,39.8
ORD_008826,5.56,20,3,Clear,Medium,Afternoon,Motorcycle,3.6,38.5
ORD_008827,7.55,20,3,Clear,Low,Evening Peak,Scooter,4.1,37.8
ORD_008828,8.77,30,3,Clear,High,Late Night,Scooter,1.4,64.8
ORD_008829,5.19,20,4,Foggy,Medium,Evening Peak,Electric Bike,0.6,48.1
ORD_008830,3.15,15,2,Clear,High,Late Night,Motorcycle,5.6,23.3
ORD_008831,2.85,15,2,Clear,Medium,Late Night,Scooter,5.6,23.2
ORD_008832,12.16,15,3,Foggy,Low,Morning,Scooter,4.8,46.6
ORD_008833,11.04,15,4,Rainy,Low,Afternoon,Scooter,2.5,50.7
ORD_008834,3.44,15,2,Windy,High,Afternoon,Scooter,1.3,30.6
ORD_008835,9.98,25,2,Clear,Low,Afternoon,Motorcycle,2.5,44.7
ORD_008836,6.69,25,2,Foggy,Medium,Evening Peak,Scooter,4.5,48.3
ORD_008837,5.29,20,2,Foggy,Low,Afternoon,Motorcycle,2.3,37.6
ORD_008838,3.38,20,2,Clear,Low,Afternoon,Motorcycle,4.9,26.4
ORD_008839,4.86,15,3,Clear,Low,Morning,Electric Bike,4.2,20.7
ORD_008840,3.01,20,2,Rainy,Jam,Evening Peak,Electric Bike,4.0,44.5
ORD_008841,4.4,25,2,Heavy Storm,Low,Morning,Scooter,5.6,45.0
ORD_008842,2.97,20,6,Clear,Low,Late Night,Motorcycle,5.4,30.2
ORD_008843,2.3,10,5,Windy,Medium,Evening Peak,Scooter,4.4,22.7
ORD_008844,10.12,20,2,Clear,Medium,Afternoon,Motorcycle,1.6,49.4
ORD_008845,4.69,20,2,Windy,Jam,Morning,Scooter,5.7,44.7
ORD_008846,6.35,10,8,Clear,Low,Morning,Motorcycle,1.7,27.5
ORD_008847,3.75,15,2,Clear,High,Afternoon,Motorcycle,2.5,26.1
ORD_008848,4.56,25,4,Clear,High,Evening Peak,Motorcycle,5.0,39.6
ORD_008849,2.92,20,6,Windy,Medium,Evening Peak,Electric Bike,1.6,36.2
ORD_008850,12.23,25,8,Clear,Medium,Morning,Motorcycle,4.0,55.0
ORD_008851,1.49,15,2,Clear,Low,Evening Peak,Motorcycle,3.0,22.0
ORD_008852,8.46,10,2,Foggy,Low,Evening Peak,Motorcycle,3.9,31.3
ORD_008853,3.71,15,3,Foggy,Medium,Evening Peak,Scooter,5.8,29.8
ORD_008854,2.91,15,2,Rainy,Low,Late Night,Motorcycle,4.9,27.0
ORD_008855,2.2,20,2,Clear,Jam,Late Night,Scooter,2.1,32.4
ORD_008856,5.56,25,2,Foggy,Medium,Evening Peak,Scooter,0.8,44.8
ORD_008857,7.87,20,1,Rainy,Medium,Evening Peak,Scooter,5.8,48.5
ORD_008858,7.42,35,2,Rainy,Medium,Evening Peak,Scooter,3.7,66.0
ORD_008859,4.01,10,1,Clear,Low,Evening Peak,Scooter,1.5,18.8
ORD_008860,4.54,10,2,Clear,Medium,Morning,Motorcycle,3.9,21.8
ORD_008861,2.86,10,6,Rainy,Low,Late Night,Scooter,0.7,28.3
ORD_008862,3.15,20,3,Clear,Jam,Evening Peak,Motorcycle,1.5,33.8
ORD_008863,10.11,15,1,Foggy,Medium,Evening Peak,Scooter,4.0,52.5
ORD_008864,1.81,20,5,Rainy,Low,Evening Peak,Electric Bike,2.7,32.2
ORD_008865,1.69,10,1,Foggy,Medium,Afternoon,Motorcycle,2.3,20.8
ORD_008866,3.44,10,2,Windy,Low,Evening Peak,Scooter,4.1,21.4
ORD_008867,12.14,15,3,Clear,High,Evening Peak,Scooter,5.3,57.6
ORD_008868,5.22,15,2,Clear,Jam,Afternoon,Electric Bike,4.2,44.7
ORD_008869,17.28,25,3,Windy,Jam,Evening Peak,Electric Bike,3.0,95.0
ORD_008870,4.25,25,1,Foggy,Medium,Afternoon,Scooter,4.1,40.0
ORD_008871,7.57,10,2,Clear,High,Late Night,Motorcycle,4.3,34.9
ORD_008872,9.33,25,2,Clear,Low,Evening Peak,Electric Bike,4.8,50.6
ORD_008873,15.51,20,1,Clear,Low,Evening Peak,Scooter,2.2,52.8
ORD_008874,3.62,20,2,Windy,High,Afternoon,Electric Bike,1.1,38.5
ORD_008875,5.19,10,2,Clear,High,Afternoon,Electric Bike,4.3,31.2
ORD_008876,4.63,20,1,Clear,Jam,Evening Peak,Motorcycle,1.2,37.9
ORD_008877,7.93,10,2,Clear,Jam,Afternoon,Motorcycle,3.0,44.7
ORD_008878,11.4,15,1,Foggy,Medium,Late Night,Scooter,1.8,51.1
ORD_008879,11.38,10,2,Clear,Medium,Evening Peak,Motorcycle,2.3,41.4
ORD_008880,3.57,20,2,Clear,Medium,Afternoon,Motorcycle,3.1,30.0
ORD_008881,3.15,20,3,Clear,High,Morning,Scooter,5.4,32.2
ORD_008882,7.45,25,2,Rainy,Low,Evening Peak,Scooter,4.2,51.6
ORD_008883,2.67,20,1,Clear,Medium,Evening Peak,Motorcycle,1.4,27.3
ORD_008884,8.04,30,3,Clear,Low,Late Night,Electric Bike,5.3,53.3
ORD_008885,5.18,25,3,Clear,Medium,Evening Peak,Motorcycle,3.3,38.3
ORD_008886,10.36,15,1,Clear,Low,Afternoon,Scooter,1.6,38.3
ORD_008887,9.44,20,2,Windy,Medium,Afternoon,Motorcycle,3.4,44.7
ORD_008888,5.57,15,2,Clear,Medium,Evening Peak,Scooter,1.6,33.6
ORD_008889,2.54,20,2,Rainy,Medium,Morning,Motorcycle,2.5,28.4
ORD_008890,2.66,20,1,Foggy,Jam,Evening Peak,Scooter,4.9,33.5
ORD_008891,5.34,20,2,Foggy,Medium,Morning,Electric Bike,4.1,44.5
ORD_008892,6.75,10,3,Clear,High,Evening Peak,Scooter,3.1,31.8
ORD_008893,4.3,20,4,Clear,High,Late Night,Scooter,1.7,38.9
ORD_008894,2.99,10,3,Windy,High,Late Night,Scooter,2.1,20.9
ORD_008895,4.38,10,2,Clear,Medium,Evening Peak,Scooter,5.9,20.7
ORD_008896,10.41,20,5,Clear,Low,Evening Peak,Scooter,2.4,45.9
